"OP","OP_DESC","OP_C"
87.07,"CONTRAST LARYNGOGRAM                          ",87.07
87.08,"CERVICAL LYMPHANGIOGRAM                       ",87.08
87.09,"HEAD SOFT TISS X-RAY NEC                      ",87.09
87.11,"FULL-MOUTH X-RAY                              ",87.11
87.12,"DENTAL X-RAY NEC                              ",87.12
87.13,"TM CONTRAST ARTHROGRAM                        ",87.13
87.14,"CONTRAST X-RAY OF ORBIT                       ",87.14
87.15,"CONTRAST X-RAY OF SINUS                       ",87.15
87.16,"FACIAL BONE X-RAY NEC                         ",87.16
87.17,"SKULL X-RAY NEC                               ",87.17
87.21,"CONTRAST MYELOGRAM                            ",87.21
87.22,"CERVICAL SPINE X-RAY NEC                      ",87.22
87.23,"THORACIC SPINE X-RAY NEC                      ",87.23
87.24,"LUMBOSAC SPINE X-RAY NEC                      ",87.24
87.29,"SPINAL X-RAY NEC                              ",87.29
87.31,"ENDOTRACHEAL BRONCHOGRAM                      ",87.31
87.32,"CONTRAST BRONCHOGRAM NEC                      ",87.32
87.33,"MEDIASTINAL PNEUMOGRAM                        ",87.33
87.34,"INTRATHOR LYMPHANGIOGRAM                      ",87.34
87.35,"CONTR MAMMARY DUCTOGRAM                       ",87.35
87.36,"BREAST XEROGRAPHY                             ",87.36
87.37,"MAMMOGRAPHY NEC                               ",87.37
87.38,"CHEST WALL SINOGRAM                           ",87.38
87.39,"THORAX SFT TISS XRAY NEC                      ",87.39
87.41,"C.A.T. SCAN OF THORAX                         ",87.41
87.42,"THORACIC TOMOGRAPHY NEC                       ",87.42
87.43,"RIB/STERNUM/CLAVIC X-RAY                      ",87.43
87.44,"ROUTINE CHEST X-RAY                           ",87.44
87.49,"CHEST X-RAY NEC                               ",87.49
87.51,"PERC HEPAT CHOLANGIOGRAM                      ",87.51
87.52,"INTRAVEN CHOLANGIOGRAM                        ",87.52
87.53,"INTRAOPER CHOLANGIOGRAM                       ",87.53
87.54,"CHOLANGIOGRAM NEC                             ",87.54
87.59,"BILIARY TRACT X-RAY NEC                       ",87.59
87.61,"BARIUM SWALLOW                                ",87.61
87.62,"UPPER GI SERIES                               ",87.62
87.63,"SMALL BOWEL SERIES                            ",87.63
87.64,"LOWER GI SERIES                               ",87.64
87.65,"INTESTINAL X-RAY NEC                          ",87.65
87.66,"CONTRAST PANCREATOGRAM                        ",87.66
87.69,"DIGESTIVE TRACT XRAY NEC                      ",87.69
87.71,"C.A.T. SCAN OF KIDNEY                         ",87.71
87.72,"NEPHROTOMOGRAM NEC                            ",87.72
87.73,"INTRAVENOUS PYELOGRAM                         ",87.73
87.74,"RETROGRADE PYELOGRAM                          ",87.74
87.75,"PERCUTANEOUS PYELOGRAM                        ",87.75
87.76,"RETROGR CYSTOURETHROGRAM                      ",87.76
87.77,"CYSTOGRAM NEC                                 ",87.77
87.78,"ILEAL CONDUITOGRAM                            ",87.78
87.79,"URINARY SYSTEM X-RAY NEC                      ",87.79
87.81,"X-RAY OF GRAVID UTERUS                        ",87.81
87.82,"GAS HYSTEROSALPINGOGRAM                       ",87.82
87.83,"DYE HYSTEROSALPINGOGRAM                       ",87.83
87.84,"PERCUTANEOUS HYSTEROGRAM                      ",87.84
87.85,"TUBE & UTERUS X-RAY NEC                       ",87.85
87.89,"FEMALE GENITAL X-RAY NEC                      ",87.89
87.91,"CONTR SEMIN VESICULOGRAM                      ",87.91
87.92,"PROSTAT/SEM VES XRAY NEC                      ",87.92
87.93,"CONTRAST EPIDIDYMOGRAM                        ",87.93
87.94,"CONTRAST VASOGRAM                             ",87.94
87.95,"EPIDIDYMIS/VAS X-RAY NEC                      ",87.95
87.99,"MALE GENITAL X-RAY NEC                        ",87.99
88.01,"C.A.T. SCAN OF ABDOMEN                        ",88.01
88.02,"ABDOMINAL TOMOGRAPHY NEC                      ",88.02
88.03,"ABDOMINAL WALL SINOGRAM                       ",88.03
88.04,"ABDOMINAL LYMPHANGIOGRAM                      ",88.04
88.09,"ABDOMINAL WALL X-RAY NEC                      ",88.09
88.11,"PELVIC DYE CONTRAST XRAY                      ",88.11
88.12,"PELVIC GAS CONTRAST XRAY                      ",88.12
88.13,"PERITON PNEUMOGRAM NEC                        ",88.13
88.14,"RETROPERITON FISTULOGRAM                      ",88.14
88.15,"RETROPERITON PNEUMOGRAM                       ",88.15
88.16,"RETROPERITONEAL XRAY NEC                      ",88.16
88.19,"ABDOMINAL X-RAY NEC                           ",88.19
88.21,"SKL XRAY-SHOULDER/UP ARM                      ",88.21
88.22,"SKEL XRAY-ELBOW/FOREARM                       ",88.22
88.23,"SKEL XRAY-WRIST & HAND                        ",88.23
88.24,"SKEL XRAY-UPPER LIMB NOS                      ",88.24
88.25,"PELVIMETRY                                    ",88.25
88.26,"SKEL XRAY-PELVIS/HIP NEC                      ",88.26
88.27,"SKEL XRAY-THIGH/KNEE/LEG                      ",88.27
88.28,"SKEL XRAY-ANKLE & FOOT                        ",88.28
88.29,"SKEL XRAY-LOWER LIMB NOS                      ",88.29
88.31,"SKELETAL SERIES X-RAY                         ",88.31
88.32,"CONTRAST ARTHROGRAM                           ",88.32
88.33,"OTHER SKELETAL X-RAY                          ",88.33
88.34,"UPPER LIMB LYMPHANGIOGRM                      ",88.34
88.35,"UP LIMB SFT TIS XRAY NEC                      ",88.35
88.36,"LOWER LIMB LYMPHANGIOGRM                      ",88.36
88.37,"LO LIMB SFT TIS XRAY NEC                      ",88.37
88.38,"OTHER C.A.T. SCAN                             ",88.38
88.39,"X-RAY NEC AND NOS                             ",88.39
88.4,"CONTRAST ARTERIOGRAM NOS                      ",88.4
88.41,"CONTR CEREBR ARTERIOGRAM                      ",88.41
88.42,"CONTRAST AORTOGRAM                            ",88.42
88.43,"CONTR PULMON ARTERIOGRAM                      ",88.43
88.44,"CONTR THOR ARTERIOGR NEC                      ",88.44
88.45,"CONTRAST RENAL ARTERIOGR                      ",88.45
88.46,"CONTRAST PLACENTOGRAM                         ",88.46
88.47,"CONTR ABD ARTERIOGRM NEC                      ",88.47
88.48,"CONTRAST ARTERIOGRAM-LEG                      ",88.48
88.49,"CONTRAST ARTERIOGRAM NEC                      ",88.49
88.5,"ANGIOCARDIOGRAPHY NOS                         ",88.5
88.51,"VENA CAV ANGIOCARDIOGRAM                      ",88.51
88.52,"RT HEART ANGIOCARDIOGRAM                      ",88.52
88.53,"LT HEART ANGIOCARDIOGRAM                      ",88.53
88.54,"RT & LT HEART ANGIOCARD                       ",88.54
88.55,"CORONAR ARTERIOGR-1 CATH                      ",88.55
88.56,"CORONAR ARTERIOGR-2 CATH                      ",88.56
88.57,"CORONARY ARTERIOGRAM NEC                      ",88.57
88.58,"NEGATVE-CONTR CARDIOGRAM                      ",88.58
88.6,"CONTRAST PHLEBOGRAM NOS                       ",88.6
88.61,"CONTR PHLEBOGRAM-HD/NECK                      ",88.61
88.62,"CONTR PHLEBOGRAM-PULMON                       ",88.62
88.63,"THORAC CONTR PHLEBOG NEC                      ",88.63
88.64,"PORTAL CONTR PHLEBOGRAM                       ",88.64
88.65,"ABD CONTR PHLEBOGRAM NEC                      ",88.65
88.66,"CONTRAST PHLEBOGRAM-LEG                       ",88.66
88.67,"CONTRAST PHLEBOGRAM NEC                       ",88.67
88.68,"IMPEDANCE PHLEBOGRAM                          ",88.68
88.71,"DX ULTRASOUND-HEAD/NECK                       ",88.71
88.72,"DX ULTRASOUND-HEART                           ",88.72
88.73,"DX ULTRASOUND-THORAX NEC                      ",88.73
88.74,"DX ULTRASOUND-DIGESTIVE                       ",88.74
88.75,"DX ULTRASOUND-URINARY                         ",88.75
88.76,"DX ULTRASOUND-ABDOMEN                         ",88.76
88.77,"DX ULTRASOUND-VASCULAR                        ",88.77
88.78,"DX ULTRASOUND-GRAV UTER                       ",88.78
88.79,"DX ULTRASOUND NEC                             ",88.79
88.81,"CEREBRAL THERMOGRAPHY                         ",88.81
88.82,"OCULAR THERMOGRAPHY                           ",88.82
88.83,"BONE THERMOGRAPHY                             ",88.83
88.84,"MUSCLE THERMOGRAPHY                           ",88.84
88.85,"BREAST THERMOGRAPHY                           ",88.85
88.86,"BLOOD VESSEL THERMOGRAPH                      ",88.86
88.89,"THERMOGRAPHY NEC                              ",88.89
88.9,"DIAGNOSTIC IMAGING NEC                        ",88.9
88.91,"MRI",NA
88.92,"MRI",NA
88.93,"MRI",NA
88.94,"MRI",NA
88.95,"MRI",NA
88.97,"OTH AND UNSPECIFIED MRI                       ",88.97
88.98,"BONE MINERL DENSTY STUDY                      ",88.98
89.01,"BRIEF INTERVIEW & EVALUA                      ",89.01
89.02,"LIMITED INTERVIEW/EVALUA                      ",89.02
89.03,"COMPREHEN INTERVIEW/EVAL                      ",89.03
89.04,"INTERVIEW & EVALUAT NEC                       ",89.04
89.05,"INTERVIEW & EVALUAT NOS                       ",89.05
89.06,"LIMITED CONSULTATION                          ",89.06
89.07,"COMPREHENSIVE CONSULTAT                       ",89.07
89.08,"CONSULTATION NEC                              ",89.08
89.09,"CONSULTATION NOS                              ",89.09
89.1,"INTRCAROTID AMOBARB TEST                      ",89.1
89.11,"TONOMETRY                                     ",89.11
89.12,"NASAL FUNCTION STUDY                          ",89.12
89.13,"NEUROLOGIC EXAMINATION                        ",89.13
89.14,"ELECTROENCEPHALOGRAM                          ",89.14
89.15,"NEUROLOGIC FUNC TEST NEC                      ",89.15
89.16,"SKULL TRANSILLUMINAT                          ",89.16
89.17,"POLYSOMNOGRAM                                 ",89.17
89.18,"SLEEP FUNCTION TEST NEC                       ",89.18
89.19,"VIDEO/TELEMETR EEG MONIT                      ",89.19
89.21,"URINARY MANOMETRY                             ",89.21
89.22,"CYSTOMETROGRAM                                ",89.22
89.23,"URETHRAL SPHINCTER EMG                        ",89.23
89.24,"UROFLOWMETRY                                  ",89.24
89.25,"URETHRAL PRESSURE PROFIL                      ",89.25
89.26,"GYNECOLOGIC EXAMINATION                       ",89.26
89.29,"OTHER GU SYSTEM EXAMS                         ",89.29
89.31,"DENTAL EXAMINATION                            ",89.31
89.32,"ESOPHAGEAL MANOMETRY                          ",89.32
89.33,"DIGITAL ENTEROSTOMY EXAM                      ",89.33
89.34,"DIGITAL RECTAL EXAM                           ",89.34
89.35,"NASAL SINUS TRANSILLUMIN                      ",89.35
89.36,"MANUAL EXAM OF BREAST                         ",89.36
89.37,"VITAL CAPACITY DETERMIN                       ",89.37
89.38,"RESPIRATORY MEASURE NEC                       ",89.38
89.39,"NONOPERATIVE EXAMS NEC                        ",89.39
89.41,"TREADMILL STRESS TEST                         ",89.41
89.42,"MASTERS' 2-STEP TEST                          ",89.42
89.43,"BICYCLE ERGOMETER TEST                        ",89.43
89.44,"CARDIAC STRESS TEST NEC                       ",89.44
89.45,"PACEMAKER RATE CHECK                          ",89.45
89.46,"PACEMAKER WAVE FORM CHCK                      ",89.46
89.47,"PACEMAKER IMPEDANCE CHCK                      ",89.47
89.48,"PACEMAKER VOLT THRESHOLD                      ",89.48
89.5,"AMBULATORY CARDIAC MONIT                      ",89.5
89.51,"RHYTHM ELECTROCARDIOGRAM                      ",89.51
89.52,"ELECTROCARDIOGRAM                             ",89.52
89.53,"VECTORCARDIOGRAM                              ",89.53
89.54,"ELECTROCARDIOGRAPH MONIT                      ",89.54
89.55,"PHONOCARDIOGRAM                               ",89.55
89.56,"CAROTID PULSE TRACING                         ",89.56
89.57,"APEXCARDIOGRAM                                ",89.57
89.58,"PLETHYSMOGRAM                                 ",89.58
89.59,"NONOP CARDIOVAS EXAM NEC                      ",89.59
89.61,"ARTERIAL PRESSURE MONIT                       ",89.61
89.62,"CVP MONITORING                                ",89.62
89.63,"PULMON ART PRESS MONITOR                      ",89.63
89.64,"PULMON ART WEDGE MONITOR                      ",89.64
89.65,"ARTERIAL BLD GAS MEASURE                      ",89.65
89.66,"MIX VENOUS BLD GAS MEAS                       ",89.66
89.67,"OXYGEN CONSUMPTION MONIT                      ",89.67
89.68,"CARDIAC OUTPUT MONIT NEC                      ",89.68
89.69,"CORONARY BLD FLOW MONIT                       ",89.69
89.7,"GENERAL PHYSICAL EXAM                         ",89.7
89.8,"AUTOPSY                                       ",89.8
90.01,"BACT SMEAR-NERVOUS SYST                       ",90.01
90.02,"CULTURE-NERVOUS SYST                          ",90.02
90.03,"C & S-NERVOUS SYST                            ",90.03
90.04,"PARASITOLOGY-NERV SYST                        ",90.04
90.05,"TOXICOLOGY-NERVOUS SYST                       ",90.05
90.06,"CELL BLK/PAP-NERVOUS SYS                      ",90.06
90.09,"MICRO EXAM-NERVOUS NEC                        ",90.09
90.11,"BACT SMEAR-ENDOCRINE                          ",90.11
90.12,"CULTURE-ENDOCRINE                             ",90.12
90.13,"C & S-ENDOCRINE                               ",90.13
90.14,"PARASITOLOGY-ENDOCRINE                        ",90.14
90.15,"TOXICOLOGY-ENDOCRINE                          ",90.15
90.16,"CELL BLOCK/PAP-ENDOCRINE                      ",90.16
90.19,"MICRO EXAM-ENDOCRINE NEC                      ",90.19
90.21,"BACT SMEAR-EYE                                ",90.21
90.22,"CULTURE-EYE                                   ",90.22
90.23,"C & S-EYE                                     ",90.23
90.24,"PARASITOLOGY-EYE                              ",90.24
90.25,"TOXICOLOGY-EYE                                ",90.25
90.26,"CELL BLOCK/PAP-EYE                            ",90.26
90.29,"MICRO EXAM-EYE NEC                            ",90.29
90.31,"BACT SMEAR-ENT/LARYNX                         ",90.31
90.32,"CULTURE-ENT/LARYNX                            ",90.32
90.33,"C & S-ENT/LARYNX                              ",90.33
90.34,"PARASITOLOGY-ENT/LARYNX                       ",90.34
90.35,"TOXICOLOGY-ENT/LARYNX                         ",90.35
90.36,"CELL BLOCK/PAP-ENT/LARYN                      ",90.36
90.39,"MICRO EXAM-ENT/LARYN NEC                      ",90.39
90.41,"BACT SMEAR-LOWER RESP                         ",90.41
90.42,"CULTURE-LOWER RESP                            ",90.42
90.43,"C & S-LOWER RESP                              ",90.43
90.44,"PARASITOLOGY-LOWER RESP                       ",90.44
90.45,"TOXICOLOGY-LOWER RESP                         ",90.45
90.46,"CELL BLOCK/PAP-LOWR RESP                      ",90.46
90.49,"MICRO EXAM-LOWR RESP NEC                      ",90.49
90.51,"BACT SMEAR-BLOOD                              ",90.51
90.52,"CULTURE-BLOOD                                 ",90.52
90.53,"C & S-BLOOD                                   ",90.53
90.54,"PARASITOLOGY-BLOOD                            ",90.54
90.55,"TOXICOLOGY-BLOOD                              ",90.55
90.56,"CELL BLOCK/PAP-BLOOD                          ",90.56
90.59,"MICRO EXAM-BLOOD NEC                          ",90.59
90.61,"BACT SMEAR-SPLEEN/MARROW                      ",90.61
90.62,"CULTURE-SPLEEN/MARROW                         ",90.62
90.63,"C & S-SPLEEN/MARROW                           ",90.63
90.64,"PARASITOL-SPLEEN/MARROW                       ",90.64
90.65,"TOXICOLOGY-SPLEEN/MARROW                      ",90.65
90.66,"CELL BLK/PAP-SPLEEN/MARR                      ",90.66
90.69,"MICRO EXAM-SPLN/MARR NEC                      ",90.69
90.71,"BACT SMEAR-LYMPH SYSTEM                       ",90.71
90.72,"CULTURE-LYMPH SYSTEM                          ",90.72
90.73,"C & S-LYMPH SYSTEM                            ",90.73
90.74,"PARASITOLOGY-LYMPH SYS                        ",90.74
90.75,"TOXICOLOGY-LYMPH SYSTEM                       ",90.75
90.76,"CELL BLK/PAP-LYMPH SYS                        ",90.76
90.79,"MICRO EXAM-LYMPH SYS NEC                      ",90.79
90.81,"BACT SMEAR-UPPER GI                           ",90.81
90.82,"CULTURE-UPPER GI                              ",90.82
90.83,"C & S-UPPER GI                                ",90.83
90.84,"PARASITOLOGY-UPPER GI                         ",90.84
90.85,"TOXICOLOGY-UPPER GI                           ",90.85
90.86,"CELL BLK/PAP-UPPER GI                         ",90.86
90.89,"MICRO EXAM-UPPER GI NEC                       ",90.89
90.91,"BACT SMEAR-LOWER GI                           ",90.91
90.92,"CULTURE-LOWER GI                              ",90.92
90.93,"C & S-LOWER GI                                ",90.93
90.94,"PARASITOLOGY-LOWER GI                         ",90.94
90.95,"TOXICOLOGY-LOWER GI                           ",90.95
90.96,"CELL BLK/PAP-LOWER GI                         ",90.96
90.99,"MICRO EXAM-LOWER GI NEC                       ",90.99
91.01,"BACT SMEAR-BILI/PANCREAS                      ",91.01
91.02,"CULTURE-BILI/PANCREAS                         ",91.02
91.03,"C & S-BILI/PANCREAS                           ",91.03
91.04,"PARASITOLOGY-BILI/PANCR                       ",91.04
91.05,"TOXICOLOGY-BILI/PANCREAS                      ",91.05
91.06,"CELL BLK/PAP-BILI/PANCRE                      ",91.06
91.09,"MICRO EXAM-BILI/PANC NEC                      ",91.09
91.11,"BACT SMEAR-PERITONEUM                         ",91.11
91.12,"CULTURE-PERITONEUM                            ",91.12
91.13,"C & S-PERITONEUM                              ",91.13
91.14,"PARASITOLOGY-PERITONEUM                       ",91.14
91.15,"TOXICOLOGY-PERITONEUM                         ",91.15
91.16,"CELL BLK/PAP-PERITONEUM                       ",91.16
91.19,"MICRO EXAM-PERITON NEC                        ",91.19
91.21,"BACT SMEAR-UPPER URINARY                      ",91.21
91.22,"CULTURE-UPPER URINARY                         ",91.22
91.23,"C & S-UPPER URINARY                           ",91.23
91.24,"PARASITOLOGY-UPPER URIN                       ",91.24
91.25,"TOXICOLOGY-UPPER URINARY                      ",91.25
91.26,"CELL BLK/PAP-UPPER URIN                       ",91.26
91.29,"MICRO EXAM-UPPR URIN NEC                      ",91.29
91.31,"BACT SMEAR-LOWER URINARY                      ",91.31
91.32,"CULTURE-LOWER URINARY                         ",91.32
91.33,"C & S-LOWER URINARY                           ",91.33
91.34,"PARASITOLOGY-LOWER URIN                       ",91.34
91.35,"TOXICOLOGY-LOWER URINARY                      ",91.35
91.36,"CELL BLK/PAP-LOWER URIN                       ",91.36
91.39,"MICRO EXAM-LOW URIN NEC                       ",91.39
91.41,"BACT SMEAR-FEMALE GENIT                       ",91.41
91.42,"CULTURE-FEMALE GENITAL                        ",91.42
91.43,"C & S-FEMALE GENITAL                          ",91.43
91.44,"PARASITOLOGY-FEMALE GEN                       ",91.44
91.45,"TOXICOLOGY-FEMALE GENIT                       ",91.45
91.46,"CELL BLK/PAP-FEMALE GEN                       ",91.46
91.49,"MICRO EXAM-FEMAL GEN NEC                      ",91.49
91.51,"BACT SMEAR-MUSCULOSKEL                        ",91.51
91.52,"CULTURE-MUSCULOSKELETAL                       ",91.52
91.53,"C & S-MUSCULOSKELETAL                         ",91.53
91.54,"PARASITOLOGY-MUSCULOSKEL                      ",91.54
91.55,"TOXICOLOGY-MUSCULOSKEL                        ",91.55
91.56,"CELL BLK/PAP-MUSCULOSKEL                      ",91.56
91.59,"MICRO EXAM-MUSCULOSK NEC                      ",91.59
91.61,"BACT SMEAR-INTEGUMENT                         ",91.61
91.62,"CULTURE-INTEGUMENT                            ",91.62
91.63,"C & S-INTEGUMENT                              ",91.63
91.64,"PARASITOLOGY-INTEGUMENT                       ",91.64
91.65,"TOXICOLOGY-INTEGUMENT                         ",91.65
91.66,"CELL BLK/PAP-INTEGUMENT                       ",91.66
91.69,"MICRO EXAM-INTEGUMEN NEC                      ",91.69
91.71,"BACT SMEAR-OP WOUND                           ",91.71
91.72,"CULTURE-OP WOUND                              ",91.72
91.73,"C & S-OP WOUND                                ",91.73
91.74,"PARASITOLOGY-OP WOUND                         ",91.74
91.75,"TOXICOLOGY-OP WOUND                           ",91.75
91.76,"CELL BLK/PAP-OP WOUND                         ",91.76
91.79,"MICRO EXAM-OP WOUND NEC                       ",91.79
91.81,"BACT SMEAR NEC                                ",91.81
91.82,"CULTURE NEC                                   ",91.82
91.83,"C & S NEC                                     ",91.83
91.84,"PARASITOLOGY NEC                              ",91.84
91.85,"TOXICOLOGY NEC                                ",91.85
91.86,"CELL BLK/PAP NEC                              ",91.86
91.89,"MICRO EXAM NEC                                ",91.89
91.91,"BACT SMEAR NOS                                ",91.91
91.92,"CULTURE NOS                                   ",91.92
91.93,"C & S NOS                                     ",91.93
91.94,"PARASITOLOGY NOS                              ",91.94
91.95,"TOXICOLOGY NOS                                ",91.95
91.96,"CELL BLK/PAP NOS                              ",91.96
91.99,"MICRO EXAM NOS                                ",91.99
92.01,"THYROID SCAN/ISOTOP FUNC                      ",92.01
92.02,"LIVER SCAN/ISOTOPE FUNCT                      ",92.02
92.03,"RENAL SCAN/ISOTOPE FUNCT                      ",92.03
92.04,"GI SCAN & ISOTOPE FUNCT                       ",92.04
92.05,"C-VASC SCAN/ISOTOP FUNCT                      ",92.05
92.09,"OTHER ISOTOPE FUNCTION                        ",92.09
92.11,"CEREBRAL SCAN                                 ",92.11
92.12,"HEAD SCAN NEC                                 ",92.12
92.13,"PARATHYROID SCAN                              ",92.13
92.14,"BONE SCAN                                     ",92.14
92.15,"PULMONARY SCAN                                ",92.15
92.16,"LYMPHATIC SYSTEM SCAN                         ",92.16
92.17,"PLACENTAL SCAN                                ",92.17
92.18,"TOTAL BODY SCAN                               ",92.18
92.19,"SCAN OF OTHER SITES                           ",92.19
92.21,"SUPERFICIAL RADIATION                         ",92.21
92.22,"ORTHOVOLTAGE RADIATION                        ",92.22
92.23,"RADIOISOT TELERADIOTHER                       ",92.23
92.24,"TELERADIOTHERAPY/PHOTONS                      ",92.24
92.25,"ELECTRON TELERADIOTHERAP                      ",92.25
92.26,"PARTICUL TELERADIOTH NEC                      ",92.26
92.27,"RADIOACTIVE ELEM IMPLANT                      ",92.27
92.28,"ISOTOPE INJECT/INSTILL                        ",92.28
92.29,"RADIOTHERAPEUT PROC NEC                       ",92.29
93.01,"FUNCTIONAL PT EVALUATION                      ",93.01
93.02,"ORTHOTIC EVALUATION                           ",93.02
93.03,"PROSTHETIC EVALUATION                         ",93.03
93.04,"MANUAL MUSCLE FUNCT TEST                      ",93.04
93.05,"RANGE OF MOTION TESTING                       ",93.05
93.06,"LIMB LENGTH MEASUREMENT                       ",93.06
93.07,"BODY MEASUREMENT                              ",93.07
93.08,"ELECTROMYOGRAPHY                              ",93.08
93.09,"OTHER DX PT PROCEDURE                         ",93.09
93.11,"ASSISTING EXERCISE                            ",93.11
93.12,"ACTIV MUSCULOSK EXER NEC                      ",93.12
93.13,"RESISTIVE EXERCISE                            ",93.13
93.14,"JOINT MOVEMENT TRAINING                       ",93.14
93.15,"MOBILIZATION OF SPINE                         ",93.15
93.16,"OTHER JOINT MOBILIZATION                      ",93.16
93.17,"PASS MUSCULOSK EXER NEC                       ",93.17
93.18,"PT BREATHING EXERCISE                         ",93.18
93.19,"PT EXERCISE NEC                               ",93.19
93.21,"MANUAL & MECHAN TRACTION                      ",93.21
93.22,"AMBULAT & GAIT TRAINING                       ",93.22
93.23,"ORTHOTIC DEVICE FITTING                       ",93.23
93.24,"PROSTHET/ORTHOT TRAINING                      ",93.24
93.25,"FORCED LIMB EXTENSION                         ",93.25
93.26,"MANUAL RUPT JOINT ADHES                       ",93.26
93.27,"MUSC OR TEND STRETCHING                       ",93.27
93.28,"STRETCHING OF FASCIA                          ",93.28
93.29,"FORCIB CORRECT DEFOR NEC                      ",93.29
93.31,"ASSISTED POOL EXERCISE                        ",93.31
93.32,"WHIRLPOOL TREATMENT                           ",93.32
93.33,"OTHER HYDROTHERAPY                            ",93.33
93.34,"DIATHERMY                                     ",93.34
93.35,"OTHER HEAT THERAPY                            ",93.35
93.36,"CARDIAC RETRAINING                            ",93.36
93.37,"PRENATAL TRAINING                             ",93.37
93.38,"COMBINED PT NOS                               ",93.38
93.39,"PHYSICAL THERAPY NEC                          ",93.39
93.41,"SPINE TRACT W SKULL DEV                       ",93.41
93.42,"OTHER SPINAL TRACTION                         ",93.42
93.43,"INTERMITT SKEL TRACTION                       ",93.43
93.44,"OTHER SKELETAL TRACTION                       ",93.44
93.45,"THOMAS' SPLINT TRACTION                       ",93.45
93.46,"LIMB SKIN TRACTION NEC                        ",93.46
93.51,"PLASTER JACKET APPLICAT                       ",93.51
93.52,"NECK SUPPORT APPLICATION                      ",93.52
93.53,"OTHER CAST APPLICATION                        ",93.53
93.54,"APPLICATION OF SPLINT                         ",93.54
93.55,"DENTAL WIRING                                 ",93.55
93.56,"PRESSURE DRESSING APPLIC                      ",93.56
93.57,"DRESSING OF WOUND NEC                         ",93.57
93.58,"PRESSURE TROUSER APPLICA                      ",93.58
93.59,"IMMOBILIZ/WOUND ATTN NEC                      ",93.59
93.61,"OMT FOR GEN'L MOBILIZAT                       ",93.61
93.62,"OMT WITH HI-VEL",NA
93.63,"OMT WITH LO-VEL",NA
93.64,"OMT WITH ISOTON",NA
93.65,"OMT WITH INDIRECT FORCES                      ",93.65
93.66,"OMT TO MOVE TISSUE FLUID                      ",93.66
93.67,"OSTEOPATH MANIPULAT NEC                       ",93.67
93.71,"DYSLEXIA TRAINING                             ",93.71
93.72,"DYSPHASIA TRAINING                            ",93.72
93.73,"ESOPHAG SPEECH TRAINING                       ",93.73
93.74,"SPEECH DEFECT TRAINING                        ",93.74
93.75,"OTHER SPEECH THERAPY                          ",93.75
93.76,"TRAINING IN LEAD DOG USE                      ",93.76
93.77,"BRAILLE OR MOON TRAINING                      ",93.77
93.78,"REHAB FOR THE BLIND NEC                       ",93.78
93.81,"RECREATIONAL THERAPY                          ",93.81
93.82,"EDUCATIONAL THERAPY                           ",93.82
93.83,"OCCUPATIONAL THERAPY                          ",93.83
93.84,"MUSIC THERAPY                                 ",93.84
93.85,"VOCATIONAL REHABILITAT                        ",93.85
93.89,"REHABILITATION NEC                            ",93.89
93.9,"CPAP                                          ",93.9
93.91,"IPPB                                          ",93.91
93.93,"NONMECHAN RESUSCITATION                       ",93.93
93.94,"NEBULIZER THERAPY                             ",93.94
93.95,"HYPERBARIC OXYGENATION                        ",93.95
93.96,"OXYGEN ENRICHMENT NEC                         ",93.96
93.97,"DECOMPRESSION CHAMBER                         ",93.97
93.98,"ATMOS PRESS/COMPOS CONTR                      ",93.98
93.99,"OTHER RESP PROCEDURES                         ",93.99
94.01,"INTELLIGENCE TEST ADMIN                       ",94.01
94.02,"PSYCHOLOGIC TEST ADMINIS                      ",94.02
94.03,"CHARACTER ANALYSIS                            ",94.03
94.08,"PSYCHOL EVAL & TEST NEC                       ",94.08
94.09,"PSYCHOL MENTAL STAT NOS                       ",94.09
94.11,"PSYCHIAT MENTAL DETERMIN                      ",94.11
94.12,"ROUTINE PSYCHIAT VISIT                        ",94.12
94.13,"PSYCHIA COMMITMENT EVAL                       ",94.13
94.19,"PSYCHIA INTERV/EVAL NEC                       ",94.19
94.21,"NARCOANALYSIS                                 ",94.21
94.22,"LITHIUM THERAPY                               ",94.22
94.23,"NEUROLEPTIC THERAPY                           ",94.23
94.24,"CHEMICAL SHOCK THERAPY                        ",94.24
94.25,"PSYCHIAT DRUG THERAP NEC                      ",94.25
94.26,"SUBCONVULSIVE EST                             ",94.26
94.27,"ELECTROSHOCK THERAPY NEC                      ",94.27
94.29,"PSYCHIATR SOMATOTHER NEC                      ",94.29
94.31,"PSYCHOANALYSIS                                ",94.31
94.32,"HYPNOTHERAPY                                  ",94.32
94.33,"BEHAVIOR THERAPY                              ",94.33
94.34,"IND THERAP PSYCHSEX DYSF                      ",94.34
94.35,"CRISIS INTERVENTION                           ",94.35
94.36,"PLAY PSYCHOTHERAPY                            ",94.36
94.37,"EXPLOR VERBAL PSYCHOTHER                      ",94.37
94.38,"SUPPOR VERBAL PSYCHOTHER                      ",94.38
94.39,"INDIVID PSYCHOTHERAP NEC                      ",94.39
94.41,"GRP THERAP PSYCHSEX DYSF                      ",94.41
94.42,"FAMILY THERAPY                                ",94.42
94.43,"PSYCHODRAMA                                   ",94.43
94.44,"OTHER GROUP THERAPY                           ",94.44
94.45,"DRUG ADDICT COUNSELLING                       ",94.45
94.46,"ALCOHOLISM COUNSELLING                        ",94.46
