"DIAG","DIAG_DESC","DIAG_C","DIAG_5"
823,"FX FIBULA NOS-CLOSED                       ",823.81,82381
823,"FX TIBIA W FIBULA NOS-CL                   ",823.82,82382
823,"FX TIBIA NOS-OPEN                          ",823.9,82390
823,"FX FIBULA NOS-OPEN                         ",823.91,82391
823,"FX TIBIA W FIB NOS-OPEN                    ",823.92,82392
824,"FX MEDIAL MALLEOLUS-CLOS                   ",824,8240
824,"FX MEDIAL MALLEOLUS-OPEN                   ",824.1,8241
824,"FX LATERAL MALLEOLUS-CL                    ",824.2,8242
824,"FX LATERAL MALLEOLUS-OPN                   ",824.3,8243
824,"FX BIMALLEOLAR-CLOSED                      ",824.4,8244
824,"FX BIMALLEOLAR-OPEN                        ",824.5,8245
824,"FX TRIMALLEOLAR-CLOSED                     ",824.6,8246
824,"FX TRIMALLEOLAR-OPEN                       ",824.7,8247
824,"FX ANKLE NOS-CLOSED                        ",824.8,8248
824,"FX ANKLE NOS-OPEN                          ",824.9,8249
825,"FRACTURE CALCANEUS-CLOSE                   ",825,8250
825,"FRACTURE CALCANEUS-OPEN                    ",825.1,8251
825,"FX FOOT BONE NOS-CLOSED                    ",825.2,82520
825,"FX ASTRAGALUS-CLOSED                       ",825.21,82521
825,"FX NAVICULAR",NA,NA
825,"FX CUBOID-CLOSED                           ",825.23,82523
825,"FX CUNEIFORM",NA,NA
825,"FX METATARSAL-CLOSED                       ",825.25,82525
825,"FX FOOT BONE NEC-CLOSED                    ",825.29,82529
825,"FX FOOT BONE NOS-OPEN                      ",825.3,82530
825,"FX ASTRAGALUS-OPEN                         ",825.31,82531
825,"FX NAVICULAR",NA,NA
825,"FX CUBOID-OPEN                             ",825.33,82533
825,"FX CUNEIFORM",NA,NA
825,"FX METATARSAL-OPEN                         ",825.35,82535
825,"FX FOOT BONE NEC-OPEN                      ",825.39,82539
826,"FX PHALANX",NA,NA
826,"FX PHALANX",NA,NA
827,"FX LOWER LIMB NEC-CLOSED                   ",827,8270
827,"FX LOWER LIMB NEC-OPEN                     ",827.1,8271
828,"FX LEGS W ARM/RIB-CLOSED                   ",828,8280
828,"FX LEGS W ARM/RIB-OPEN                     ",828.1,8281
829,"FRACTURE NOS-CLOSED                        ",829,8290
829,"FRACTURE NOS-OPEN                          ",829.1,8291
830,"DISLOCATION JAW-CLOSED                     ",830,8300
830,"DISLOCATION JAW-OPEN                       ",830.1,8301
831,"DISLOC SHOULDER NOS-CLOS                   ",831,83100
831,"ANT DISLOC HUMERUS-CLOSE                   ",831.01,83101
831,"POST DISLOC HUMERUS-CLOS                   ",831.02,83102
831,"INFER DISLOC HUMERUS-CL                    ",831.03,83103
831,"DISLOC ACROMIOCLAVIC-CL                    ",831.04,83104
831,"DISLOC SHOULDER NEC-CLOS                   ",831.09,83109
831,"DISLOC SHOULDER NOS-OPEN                   ",831.1,83110
831,"ANT DISLOC HUMERUS-OPEN                    ",831.11,83111
831,"POST DISLOC HUMERUS-OPEN                   ",831.12,83112
831,"INFER DISLOC HUMERUS-OPN                   ",831.13,83113
831,"DISLOC ACROMIOCLAVIC-OPN                   ",831.14,83114
831,"DISLOC SHOULDER NEC-OPEN                   ",831.19,83119
832,"DISLOCAT ELBOW NOS-CLOSE                   ",832,83200
832,"ANT DISLOC ELBOW-CLOSED                    ",832.01,83201
832,"POST DISLOC ELBOW-CLOSED                   ",832.02,83202
832,"MED DISLOC ELBOW-CLOSED                    ",832.03,83203
832,"LAT DISLOC ELBOW-CLOSED                    ",832.04,83204
832,"DISLOCAT ELBOW NEC-CLOSE                   ",832.09,83209
832,"DISLOCAT ELBOW NOS-OPEN                    ",832.1,83210
832,"ANT DISLOC ELBOW-OPEN                      ",832.11,83211
832,"POST DISLOC ELBOW-OPEN                     ",832.12,83212
832,"MED DISLOC ELBOW-OPEN                      ",832.13,83213
832,"LAT DISLOCAT ELBOW-OPEN                    ",832.14,83214
832,"DISLOCAT ELBOW NEC-OPEN                    ",832.19,83219
833,"DISLOC WRIST NOS-CLOSED                    ",833,83300
833,"DISLOC DIST RADIOULN-CL                    ",833.01,83301
833,"DISLOC RADIOCARPAL-CLOS                    ",833.02,83302
833,"DISLOCA MIDCARPAL-CLOSED                   ",833.03,83303
833,"DISLOC CARPOMETACARP-CL                    ",833.04,83304
833,"DISLOC METACARPAL-CLOSED                   ",833.05,83305
833,"DISLOC WRIST NEC-CLOSED                    ",833.09,83309
833,"DISLOCAT WRIST NOS-OPEN                    ",833.1,83310
833,"DISLOC DIST RADIOULN-OPN                   ",833.11,83311
833,"DISLOC RADIOCARPAL-OPEN                    ",833.12,83312
833,"DISLOCAT MIDCARPAL-OPEN                    ",833.13,83313
833,"DISLOC CARPOMETACARP-OPN                   ",833.14,83314
833,"DISLOCAT METACARPAL-OPEN                   ",833.15,83315
833,"DISLOCAT WRIST NEC-OPEN                    ",833.19,83319
834,"DISL FINGER NOS-CLOSED                     ",834,83400
834,"DISLOC METACARPOPHALN-CL                   ",834.01,83401
834,"DISL INTERPHALN HAND-CL                    ",834.02,83402
834,"DISLOC FINGER NOS-OPEN                     ",834.1,83410
834,"DISL METACARPOPHALAN-OPN                   ",834.11,83411
834,"DISL INTERPHALN HAND-OPN                   ",834.12,83412
835,"DISLOCAT HIP NOS-CLOSED                    ",835,83500
835,"POSTERIOR DISLOC HIP-CL                    ",835.01,83501
835,"OBTURATOR DISLOC HIP-CL                    ",835.02,83502
835,"ANT DISLOC HIP NEC-CLOS                    ",835.03,83503
835,"DISLOCATION HIP NOS-OPEN                   ",835.1,83510
835,"POSTERIOR DISLOC HIP-OPN                   ",835.11,83511
835,"OBTURATOR DISLOC HIP-OPN                   ",835.12,83512
835,"ANT DISLOC HIP NEC-OPEN                    ",835.13,83513
836,"TEAR MED MENISC KNEE-CUR                   ",836,8360
836,"TEAR LAT MENISC KNEE-CUR                   ",836.1,8361
836,"TEAR MENISCUS NEC-CURREN                   ",836.2,8362
836,"DISLOCAT PATELLA-CLOSED                    ",836.3,8363
836,"DISLOCATION PATELLA-OPEN                   ",836.4,8364
836,"DISLOCAT KNEE NOS-CLOSED                   ",836.5,83650
836,"ANT DISLOC PROX TIBIA-CL                   ",836.51,83651
836,"POST DISL PROX TIBIA-CL                    ",836.52,83652
836,"MED DISLOC PROX TIBIA-CL                   ",836.53,83653
836,"LAT DISLOC PROX TIBIA-CL                   ",836.54,83654
836,"DISLOCAT KNEE NEC-CLOSED                   ",836.59,83659
836,"DISLOCAT KNEE NOS-OPEN                     ",836.6,83660
836,"ANT DISL PROX TIBIA-OPEN                   ",836.61,83661
836,"POST DISL PROX TIBIA-OPN                   ",836.62,83662
836,"MED DISL PROX TIBIA-OPEN                   ",836.63,83663
836,"LAT DISL PROX TIBIA-OPEN                   ",836.64,83664
836,"DISLOCAT KNEE NEC-OPEN                     ",836.69,83669
837,"DISLOCATION ANKLE-CLOSED                   ",837,8370
837,"DISLOCATION ANKLE-OPEN                     ",837.1,8371
838,"DISLOCAT FOOT NOS-CLOSED                   ",838,83800
838,"DISLOC TARSAL NOS-CLOSED                   ",838.01,83801
838,"DISLOC MIDTARSAL-CLOSED                    ",838.02,83802
838,"DISLOC TARSOMETATARS-CL                    ",838.03,83803
838,"DISLOC METATARSAL NOS-CL                   ",838.04,83804
838,"DISL METATARSOPHALANG-CL                   ",838.05,83805
838,"DISL INTERPHALAN FOOT-CL                   ",838.06,83806
838,"DISLOCAT FOOT NEC-CLOSED                   ",838.09,83809
838,"DISLOCAT FOOT NOS-OPEN                     ",838.1,83810
838,"DISLOC TARSAL NOS-OPEN                     ",838.11,83811
838,"DISLOC MIDTARSAL-OPEN                      ",838.12,83812
838,"DISL TARSOMETATARSAL-OPN                   ",838.13,83813
838,"DISL METATARSAL NOS-OPEN                   ",838.14,83814
838,"DISLOC METATARSOPHAL-OPN                   ",838.15,83815
838,"DIS INTERPHALAN FOOT-OPN                   ",838.16,83816
838,"DISLOCAT FOOT NEC-OPEN                     ",838.19,83819
839,"DISLOC CERV VERT NOS-CL                    ",839,83900
839,"DISLOC 1ST CERV VERT-CL                    ",839.01,83901
839,"DISLOC 2ND CERV VERT-CL                    ",839.02,83902
839,"DISLOC 3RD CERV VERT-CL                    ",839.03,83903
839,"DISLOC 4TH CERV VERT-CL                    ",839.04,83904
839,"DISLOC 5TH CERV VERT-CL                    ",839.05,83905
839,"DISLOC 6TH CERV VERT-CL                    ",839.06,83906
839,"DISLOC 7TH CERV VERT-CL                    ",839.07,83907
839,"DISLOC MULT CERV VERT-CL                   ",839.08,83908
839,"DISLOC CERV VERT NOS-OPN                   ",839.1,83910
839,"DISLOC LST CERV VERT-OPN                   ",839.11,83911
839,"DISLOC 2ND CERV VERT-OPN                   ",839.12,83912
839,"DISLOC 3RD CERV VERT-OPN                   ",839.13,83913
839,"DISLOC 4TH CERV VERT-OPN                   ",839.14,83914
839,"DISLOC 5TH CERV VERT-OPN                   ",839.15,83915
839,"DISLOC 6TH CERV VERT-OPN                   ",839.16,83916
839,"DISLOC 7TH CERV VERT-OPN                   ",839.17,83917
839,"DISLOC MLT CERV VERT-OPN                   ",839.18,83918
839,"DISLOCAT LUMBAR VERT-CL                    ",839.2,83920
839,"DISLOC THORACIC VERT-CL                    ",839.21,83921
839,"DISLOCAT LUMBAR VERT-OPN                   ",839.3,83930
839,"DISLOC THORACIC VERT-OPN                   ",839.31,83931
839,"DISLOCAT VERTEBRA NOS-CL                   ",839.4,83940
839,"DISLOCAT COCCYX-CLOSED                     ",839.41,83941
839,"DISLOCAT SACRUM-CLOSED                     ",839.42,83942
839,"DISLOCAT VERTEBRA NEC-CL                   ",839.49,83949
839,"DISLOC VERTEBRA NOS-OPEN                   ",839.5,83950
839,"DISLOCAT COCCYX-OPEN                       ",839.51,83951
839,"DISLOCAT SACRUM-OPEN                       ",839.52,83952
839,"DISLOC VERTEBRA NEC-OPEN                   ",839.59,83959
839,"DISLOCAT STERNUM-CLOSED                    ",839.61,83961
839,"DISLOCAT SITE NEC-CLOSED                   ",839.69,83969
839,"DISLOCATION STERNUM-OPEN                   ",839.71,83971
839,"DISLOCAT SITE NEC-OPEN                     ",839.79,83979
839,"DISLOCATION NEC-CLOSED                     ",839.8,8398
839,"DISLOCATION NEC-OPEN                       ",839.9,8399
840,"SPRAIN ACROMIOCLAVICULAR                   ",840,8400
840,"SPRAIN CORACOCLAVICULAR                    ",840.1,8401
840,"SPRAIN CORACOHUMERAL                       ",840.2,8402
840,"SPRAIN INFRASPINATUS                       ",840.3,8403
840,"SPRAIN ROTATOR CUFF                        ",840.4,8404
840,"SPRAIN SUBSCAPULARIS                       ",840.5,8405
840,"SPRAIN SUPRASPINATUS                       ",840.6,8406
840,"SPRAIN SHOULDER/ARM NEC                    ",840.8,8408
840,"SPRAIN SHOULDER/ARM NOS                    ",840.9,8409
841,"SPRAIN RADIAL COLLAT LIG                   ",841,8410
841,"SPRAIN ULNAR COLLAT LIG                    ",841.1,8411
841,"SPRAIN RADIOHUMERAL                        ",841.2,8412
841,"SPRAIN ULNOHUMERAL                         ",841.3,8413
841,"SPRAIN ELBOW/FOREARM NEC                   ",841.8,8418
841,"SPRAIN ELBOW/FOREARM NOS                   ",841.9,8419
842,"SPRAIN OF WRIST NOS                        ",842,84200
842,"SPRAIN CARPAL                              ",842.01,84201
842,"SPRAIN RADIOCARPAL                         ",842.02,84202
842,"SPRAIN OF WRIST NEC                        ",842.09,84209
842,"SPRAIN OF HAND NOS                         ",842.1,84210
842,"SPRAIN CARPOMETACARPAL                     ",842.11,84211
842,"SPRAIN METACARPOPHALANG                    ",842.12,84212
842,"SPRAIN INTERPHALANGEAL                     ",842.13,84213
842,"SPRAIN OF HAND NEC                         ",842.19,84219
843,"SPRAIN ILIOFEMORAL                         ",843,8430
843,"SPRAIN ISCHIOCAPSULAR                      ",843.1,8431
843,"SPRAIN HIP & THIGH NEC                     ",843.8,8438
843,"SPRAIN HIP & THIGH NOS                     ",843.9,8439
844,"SPRAIN LATERAL COLL LIG                    ",844,8440
844,"SPRAIN MEDIAL COLLAT LIG                   ",844.1,8441
844,"SPRAIN CRUCIATE LIG KNEE                   ",844.2,8442
844,"SPRAIN SUPER TIBIOFIBULA                   ",844.3,8443
844,"SPRAIN OF KNEE & LEG NEC                   ",844.8,8448
844,"SPRAIN OF KNEE & LEG NOS                   ",844.9,8449
845,"SPRAIN OF ANKLE NOS                        ",845,84500
845,"SPRAIN OF ANKLE DELTOID                    ",845.01,84501
845,"SPRAIN CALCANEOFIBULAR                     ",845.02,84502
845,"SPRAIN DISTAL TIBIOFIBUL                   ",845.03,84503
845,"SPRAIN OF ANKLE NEC                        ",845.09,84509
845,"SPRAIN OF FOOT NOS                         ",845.1,84510
845,"SPRAIN TARSOMETATARSAL                     ",845.11,84511
845,"SPRAIN METATARSOPHALANG                    ",845.12,84512
845,"SPRAIN INTERPHALANG TOE                    ",845.13,84513
845,"SPRAIN OF FOOT NEC                         ",845.19,84519
846,"SPRAIN LUMBOSACRAL                         ",846,8460
846,"SPRAIN SACROILIAC                          ",846.1,8461
846,"SPRAIN SACROSPINATUS                       ",846.2,8462
846,"SPRAIN SACROTUBEROUS                       ",846.3,8463
846,"SPRAIN SACROILIAC NEC                      ",846.8,8468
846,"SPRAIN SACROILIAC NOS                      ",846.9,8469
847,"SPRAIN OF NECK                             ",847,8470
847,"SPRAIN THORACIC REGION                     ",847.1,8471
847,"SPRAIN LUMBAR REGION                       ",847.2,8472
847,"SPRAIN OF SACRUM                           ",847.3,8473
847,"SPRAIN OF COCCYX                           ",847.4,8474
847,"SPRAIN OF BACK NOS                         ",847.9,8479
848,"SPRAIN OF NASAL SEPTUM                     ",848,8480
848,"SPRAIN OF JAW                              ",848.1,8481
848,"SPRAIN OF THYROID REGION                   ",848.2,8482
848,"SPRAIN OF RIBS                             ",848.3,8483
848,"SPRAIN OF STERNUM NOS                      ",848.4,84840
848,"SPRAIN STERNOCLAVICULAR                    ",848.41,84841
848,"SPRAIN CHONDROSTERNAL                      ",848.42,84842
848,"SPRAIN OF STERNUM NEC                      ",848.49,84849
848,"SPRAIN OF PELVIS                           ",848.5,8485
848,"SPRAIN NEC                                 ",848.8,8488
848,"SPRAIN NOS                                 ",848.9,8489
850,"CONCUSSION W/O COMA                        ",850,8500
850,"CONCUSSION-BRIEF COMA                      ",850.1,8501
850,"CONCUSSION-MODERATE COMA                   ",850.2,8502
850,"CONCUSSION-PROLONG COMA                    ",850.3,8503
850,"CONCUSSION-DEEP COMA                       ",850.4,8504
850,"CONCUSSION W COMA NOS                      ",850.5,8505
850,"CONCUSSION NOS                             ",850.9,8509
851,"CEREBRAL CORTX CONTUSION                   ",851,85100
851,"CORTEX CONTUSION-NO COMA                   ",851.01,85101
851,"CORTEX CONTUS-BRIEF COMA                   ",851.02,85102
851,"CORTEX CONTUS-MOD COMA                     ",851.03,85103
851,"CORTX CONTUS-PROLNG COMA                   ",851.04,85104
851,"CORTEX CONTUS-DEEP COMA                    ",851.05,85105
851,"CORTEX CONTUS-COMA NOS                     ",851.06,85106
851,"CORTEX CONTUS-CONCUS NOS                   ",851.09,85109
851,"CORTEX CONTUSION/OPN WND                   ",851.1,85110
851,"OPN CORTX CONTUS-NO COMA                   ",851.11,85111
851,"OPN CORT CONTUS-BRF COMA                   ",851.12,85112
851,"OPN CORT CONTUS-MOD COMA                   ",851.13,85113
851,"OPN CORT CONTU-PROL COMA                   ",851.14,85114
851,"OPN CORT CONTU-DEEP COMA                   ",851.15,85115
851,"OPN CORT CONTUS-COMA NOS                   ",851.16,85116
851,"OPN CORTX CONTUS-CONCUSS                   ",851.19,85119
851,"CEREBRAL CORTEX LACERAT                    ",851.2,85120
851,"CORTEX LACERAT W/O COMA                    ",851.21,85121
851,"CORTEX LACERA-BRIEF COMA                   ",851.22,85122
851,"CORTEX LACERAT-MOD COMA                    ",851.23,85123
851,"CORTEX LACERAT-PROL COMA                   ",851.24,85124
851,"CORTEX LACERAT-DEEP COMA                   ",851.25,85125
851,"CORTEX LACERAT-COMA NOS                    ",851.26,85126
851,"CORTEX LACERAT-CONCUSS                     ",851.29,85129
851,"CORTEX LACER W OPN WOUND                   ",851.3,85130
851,"OPN CORTEX LACER-NO COMA                   ",851.31,85131
851,"OPN CORTX LAC-BRIEF COMA                   ",851.32,85132
851,"OPN CORTX LACER-MOD COMA                   ",851.33,85133
851,"OPN CORTX LAC-PROLN COMA                   ",851.34,85134
851,"OPN CORTEX LAC-DEEP COMA                   ",851.35,85135
851,"OPN CORTX LACER-COMA NOS                   ",851.36,85136
851,"OPN CORTX LACER-CONCUSS                    ",851.39,85139
851,"CEREBEL/BRAIN STM CONTUS                   ",851.4,85140
851,"CEREBELL CONTUS W/O COMA                   ",851.41,85141
851,"CEREBELL CONTUS-BRF COMA                   ",851.42,85142
851,"CEREBELL CONTUS-MOD COMA                   ",851.43,85143
851,"CEREBEL CONTUS-PROL COMA                   ",851.44,85144
851,"CEREBEL CONTUS-DEEP COMA                   ",851.45,85145
851,"CEREBELL CONTUS-COMA NOS                   ",851.46,85146
851,"CEREBELL CONTUS-CONCUSS                    ",851.49,85149
851,"CEREBEL CONTUS W OPN WND                   ",851.5,85150
851,"OPN CEREBE CONT W/O COMA                   ",851.51,85151
851,"OPN CEREBE CONT-BRF COMA                   ",851.52,85152
851,"OPN CEREBE CONT-MOD COMA                   ",851.53,85153
851,"OPN CEREBE CONT-PROL COM                   ",851.54,85154
851,"OPN CEREBE CONT-DEEP COM                   ",851.55,85155
851,"OPN CEREBE CONT-COMA NOS                   ",851.56,85156
851,"OPN CEREBEL CONT-CONCUSS                   ",851.59,85159
851,"CEREBEL/BRAIN STEM LACER                   ",851.6,85160
851,"CEREBEL LACERAT W/O COMA                   ",851.61,85161
851,"CEREBEL LACER-BRIEF COMA                   ",851.62,85162
851,"CEREBEL LACERAT-MOD COMA                   ",851.63,85163
851,"CEREBEL LACER-PROLN COMA                   ",851.64,85164
851,"CEREBELL LACER-DEEP COMA                   ",851.65,85165
851,"CEREBEL LACERAT-COMA NOS                   ",851.66,85166
851,"CEREBEL LACER-CONCUSSION                   ",851.69,85169
851,"CEREBEL LACER W OPEN WND                   ",851.7,85170
851,"OPN CEREBEL LAC W/O COMA                   ",851.71,85171
851,"OPN CEREBEL LAC-BRF COMA                   ",851.72,85172
851,"OPN CEREBEL LAC-MOD COMA                   ",851.73,85173
851,"OPN CEREBE LAC-PROL COMA                   ",851.74,85174
851,"OPN CEREBE LAC-DEEP COMA                   ",851.75,85175
851,"OPN CEREBEL LAC-COMA NOS                   ",851.76,85176
851,"OPN CEREBELL LAC-CONCUSS                   ",851.79,85179
851,"BRAIN LACERATION NEC                       ",851.8,85180
851,"BRAIN LACER NEC W/O COMA                   ",851.81,85181
851,"BRAIN LAC NEC-BRIEF COMA                   ",851.82,85182
851,"BRAIN LACER NEC-MOD COMA                   ",851.83,85183
851,"BRAIN LAC NEC-PROLN COMA                   ",851.84,85184
851,"BRAIN LAC NEC-DEEP COMA                    ",851.85,85185
851,"BRAIN LACER NEC-COMA NOS                   ",851.86,85186
851,"BRAIN LACER NEC-CONCUSS                    ",851.89,85189
851,"BRAIN LAC NEC W OPEN WND                   ",851.9,85190
851,"OPN BRAIN LACER W/O COMA                   ",851.91,85191
851,"OPN BRAIN LAC-BRIEF COMA                   ",851.92,85192
851,"OPN BRAIN LACER-MOD COMA                   ",851.93,85193
851,"OPN BRAIN LAC-PROLN COMA                   ",851.94,85194
851,"OPEN BRAIN LAC-DEEP COMA                   ",851.95,85195
851,"OPN BRAIN LACER-COMA NOS                   ",851.96,85196
851,"OPEN BRAIN LACER-CONCUSS                   ",851.99,85199
852,"TRAUM SUBARACHNOID HEM                     ",852,85200
852,"SUBARACHNOID HEM-NO COMA                   ",852.01,85201
852,"SUBARACH HEM-BRIEF COMA                    ",852.02,85202
852,"SUBARACH HEM-MOD COMA                      ",852.03,85203
852,"SUBARACH HEM-PROLNG COMA                   ",852.04,85204
852,"SUBARACH HEM-DEEP COMA                     ",852.05,85205
852,"SUBARACH HEM-COMA NOS                      ",852.06,85206
852,"SUBARACH HEM-CONCUSSION                    ",852.09,85209
852,"SUBARACH HEM W OPN WOUND                   ",852.1,85210
852,"OPN SUBARACH HEM-NO COMA                   ",852.11,85211
852,"OP SUBARACH HEM-BRF COMA                   ",852.12,85212
852,"OP SUBARACH HEM-MOD COMA                   ",852.13,85213
852,"OP SUBARACH HEM-PROL COM                   ",852.14,85214
852,"OP SUBARACH HEM-DEEP COM                   ",852.15,85215
852,"OP SUBARACH HEM-COMA NOS                   ",852.16,85216
852,"OPN SUBARACH HEM-CONCUSS                   ",852.19,85219
852,"TRAUMATIC SUBDURAL HEM                     ",852.2,85220
852,"SUBDURAL HEM W/O COMA                      ",852.21,85221
852,"SUBDURAL HEM-BRIEF COMA                    ",852.22,85222
852,"SUBDURAL HEMORR-MOD COMA                   ",852.23,85223
852,"SUBDURAL HEM-PROLNG COMA                   ",852.24,85224
852,"SUBDURAL HEM-DEEP COMA                     ",852.25,85225
852,"SUBDURAL HEMORR-COMA NOS                   ",852.26,85226
852,"SUBDURAL HEM-CONCUSSION                    ",852.29,85229
852,"SUBDURAL HEM W OPN WOUND                   ",852.3,85230
852,"OPEN SUBDUR HEM W/O COMA                   ",852.31,85231
852,"OPN SUBDUR HEM-BRF COMA                    ",852.32,85232
852,"OPN SUBDUR HEM-MOD COMA                    ",852.33,85233
852,"OPN SUBDUR HEM-PROL COMA                   ",852.34,85234
852,"OPN SUBDUR HEM-DEEP COMA                   ",852.35,85235
852,"OPN SUBDUR HEM-COMA NOS                    ",852.36,85236
852,"OPN SUBDUR HEM-CONCUSS                     ",852.39,85239
852,"TRAUMATIC EXTRADURAL HEM                   ",852.4,85240
852,"EXTRADURAL HEM W/O COMA                    ",852.41,85241
852,"EXTRADUR HEM-BRIEF COMA                    ",852.42,85242
852,"EXTRADURAL HEM-MOD COMA                    ",852.43,85243
852,"EXTRADUR HEM-PROLN COMA                    ",852.44,85244
852,"EXTRADURAL HEM-DEEP COMA                   ",852.45,85245
852,"EXTRADURAL HEM-COMA NOS                    ",852.46,85246
852,"EXTADURAL HEM-CONCUSS                      ",852.49,85249
852,"EXTRADURAL HEM W OPN WND                   ",852.5,85250
852,"EXTRADURAL HEMOR-NO COMA                   ",852.51,85251
852,"EXTRADUR HEM-BRIEF COMA                    ",852.52,85252
852,"EXTRADURAL HEM-MOD COMA                    ",852.53,85253
852,"EXTRADUR HEM-PROLN COMA                    ",852.54,85254
852,"EXTRADUR HEM-DEEP COMA                     ",852.55,85255
852,"EXTRADURAL HEM-COMA NOS                    ",852.56,85256
852,"EXTRADURAL HEM-CONCUSS                     ",852.59,85259
853,"TRAUMATIC BRAIN HEM NEC                    ",853,85300
853,"BRAIN HEM NEC W/O COMA                     ",853.01,85301
853,"BRAIN HEM NEC-BRIEF COMA                   ",853.02,85302
853,"BRAIN HEM NEC-MOD COMA                     ",853.03,85303
853,"BRAIN HEM NEC-PROLN COMA                   ",853.04,85304
853,"BRAIN HEM NEC-DEEP COMA                    ",853.05,85305
853,"BRAIN HEM NEC-COMA NOS                     ",853.06,85306
853,"BRAIN HEM NEC-CONCUSSION                   ",853.09,85309
853,"BRAIN HEM NEC W OPN WND                    ",853.1,85310
853,"BRAIN HEM OPN W/O COMA                     ",853.11,85311
853,"BRAIN HEM OPN-BRF COMA                     ",853.12,85312
853,"BRAIN HEM OPEN-MOD COMA                    ",853.13,85313
853,"BRAIN HEM OPN-PROLN COMA                   ",853.14,85314
853,"BRAIN HEM OPEN-DEEP COMA                   ",853.15,85315
853,"BRAIN HEM OPEN-COMA NOS                    ",853.16,85316
853,"BRAIN HEM OPN-CONCUSSION                   ",853.19,85319
854,"BRAIN INJURY NEC                           ",854,85400
854,"BRAIN INJURY NEC-NO COMA                   ",854.01,85401
854,"BRAIN INJ NEC-BRIEF COMA                   ",854.02,85402
854,"BRAIN INJ NEC-MOD COMA                     ",854.03,85403
854,"BRAIN INJ NEC-PROLN COMA                   ",854.04,85404
854,"BRAIN INJ NEC-DEEP COMA                    ",854.05,85405
854,"BRAIN INJ NEC-COMA NOS                     ",854.06,85406
854,"BRAIN INJ NEC-CONCUSSION                   ",854.09,85409
854,"BRAIN INJURY W OPN WND                     ",854.1,85410
854,"OPN BRAIN INJ W/O COMA                     ",854.11,85411
854,"OPN BRAIN INJ-BRIEF COMA                   ",854.12,85412
854,"OPN BRAIN INJ-MOD COMA                     ",854.13,85413
854,"OPN BRAIN INJ-PROLN COMA                   ",854.14,85414
854,"OPN BRAIN INJ-DEEP COMA                    ",854.15,85415
854,"OPEN BRAIN INJ-COMA NOS                    ",854.16,85416
854,"OPN BRAIN INJ-CONCUSSION                   ",854.19,85419
860,"TRAUM PNEUMOTHORAX-CLOSE                   ",860,8600
860,"TRAUM PNEUMOTHORAX-OPEN                    ",860.1,8601
860,"TRAUM HEMOTHORAX-CLOSED                    ",860.2,8602
860,"TRAUM HEMOTHORAX-OPEN                      ",860.3,8603
860,"TRAUM PNEUMOHEMOTHOR-CL                    ",860.4,8604
860,"TRAUM PNEUMOHEMOTHOR-OPN                   ",860.5,8605
861,"HEART INJURY NOS-CLOSED                    ",861,86100
861,"HEART CONTUSION-CLOSED                     ",861.01,86101
861,"HEART LACERATION-CLOSED                    ",861.02,86102
861,"HEART CHAMBER LACERAT-CL                   ",861.03,86103
861,"HEART INJURY NOS-OPEN                      ",861.1,86110
861,"HEART CONTUSION-OPEN                       ",861.11,86111
861,"HEART LACERATION-OPEN                      ",861.12,86112
861,"HEART CHAMBER LACER-OPN                    ",861.13,86113
861,"LUNG INJURY NOS-CLOSED                     ",861.2,86120
861,"LUNG CONTUSION-CLOSED                      ",861.21,86121
861,"LUNG LACERATION-CLOSED                     ",861.22,86122
861,"LUNG INJURY NOS-OPEN                       ",861.3,86130
861,"LUNG CONTUSION-OPEN                        ",861.31,86131
861,"LUNG LACERATION-OPEN                       ",861.32,86132
862,"DIAPHRAGM INJURY-CLOSED                    ",862,8620
862,"DIAPHRAGM INJURY-OPEN                      ",862.1,8621
862,"BRONCHUS INJURY-CLOSED                     ",862.21,86221
862,"ESOPHAGUS INJURY-CLOSED                    ",862.22,86222
862,"INTRATHORACIC INJ NEC-CL                   ",862.29,86229
862,"BRONCHUS INJURY-OPEN                       ",862.31,86231
862,"ESOPHAGUS INJURY-OPEN                      ",862.32,86232
862,"INTRATHORAC INJ NEC-OPEN                   ",862.39,86239
862,"INTRATHORACIC INJ NOS-CL                   ",862.8,8628
862,"INTRATHORAC INJ NOS-OPEN                   ",862.9,8629
863,"STOMACH INJURY-CLOSED                      ",863,8630
863,"STOMACH INJURY-OPEN                        ",863.1,8631
863,"SMALL INTEST INJ NOS-CL                    ",863.2,86320
863,"DUODENUM INJURY-CLOSED                     ",863.21,86321
863,"SMALL INTEST INJ NEC-CL                    ",863.29,86329
863,"SMALL INTEST INJ NOS-OPN                   ",863.3,86330
863,"DUODENUM INJURY-OPEN                       ",863.31,86331
863,"SMALL INTEST INJ NEC-OPN                   ",863.39,86339
863,"COLON INJURY NOS-CLOSED                    ",863.4,86340
863,"ASCENDING COLON INJ-CLOS                   ",863.41,86341
863,"TRANSVERSE COLON INJ-CL                    ",863.42,86342
863,"DESCENDING COLON INJ-CL                    ",863.43,86343
863,"SIGMOID COLON INJ-CLOSED                   ",863.44,86344
863,"RECTUM INJURY-CLOSED                       ",863.45,86345
863,"COLON INJ MULT SITE-CLOS                   ",863.46,86346
863,"COLON INJURY NEC-CLOSED                    ",863.49,86349
863,"COLON INJURY NOS-OPEN                      ",863.5,86350
863,"ASCENDING COLON INJ-OPEN                   ",863.51,86351
863,"TRANSVERSE COLON INJ-OPN                   ",863.52,86352
